Partner Data Point File	- compression			
Start of Test Mon 10 Sep 2018 15:31:06				
Time ( min )	Stress ( psi )	Position ( in )	Load ( lbf )	Zone
3.355	0.059	6032	Speed 1
3.35667	0.0593	6034.8	Speed 1
3.35833	0.0593	6037.8	Speed 1
3.36	0.0593	6041	Speed 1
3.36167	0.0593	6043.9	Speed 1
3.36333	0.0593	6046.8	Speed 1
3.365	0.0593	6049.9	Speed 1
3.36667	0.0593	6053	Speed 1
3.36833	0.0593	6056.1	Speed 1
3.37	0.0593	6059	Speed 1
3.37167	0.0593	6061.7	Speed 1
3.37333	0.0593	6064.9	Speed 1
3.375	0.0593	6068.2	Speed 1
3.37667	0.0593	6071.2	Speed 1
3.37833	0.0593	6074.1	Speed 1
3.38	0.0593	6077.3	Speed 1
3.38167	0.0593	6080.2	Speed 1
3.38333	0.0595	6083.1	Speed 1
3.385	0.0595	6086	Speed 1
3.38667	0.0595	6089	Speed 1
3.38833	0.0595	6092	Speed 1
3.39	0.0595	6094.9	Speed 1
3.39167	0.0595	6097.9	Speed 1
3.39333	0.0595	6100.9	Speed 1
3.395	0.0595	6104.1	Speed 1
3.39667	0.0595	6107.3	Speed 1
3.39833	0.0595	6110	Speed 1
3.4	0.0595	6112.8	Speed 1
3.40167	0.0595	6115.8	Speed 1
3.40333	0.0595	6118.8	Speed 1
3.405	0.0595	6121.8	Speed 1
3.40667	0.0595	6125.1	Speed 1
3.40833	0.0598	6128.1	Speed 1
3.41	0.0598	6131	Speed 1
3.41167	0.0598	6134	Speed 1
3.41333	0.0598	6137.1	Speed 1
3.415	0.0598	6140	Speed 1
3.41667	0.0598	6143.2	Speed 1
3.41833	0.0598	6146.1	Speed 1
3.42	0.0598	6148.8	Speed 1
3.42167	0.0598	6152	Speed 1
3.42333	0.0598	6154.9	Speed 1
3.425	0.0598	6157.9	Speed 1
3.42667	0.0598	6160.8	Speed 1
3.42833	0.0598	6164.2	Speed 1
3.43	0.0598	6167.1	Speed 1
3.43167	0.0598	6170.2	Speed 1
3.43333	0.0598	6173.1	Speed 1
3.435	0.06	6176	Speed 1
3.43667	0.06	6179.2	Speed 1
3.43833	0.06	6181.9	Speed 1
3.44	0.06	6185	Speed 1
3.44167	0.06	6188.1	Speed 1
3.44333	0.06	6191	Speed 1
3.445	0.06	6194	Speed 1
3.44667	0.06	6197	Speed 1
3.44833	0.06	6200.1	Speed 1
3.45	0.06	6203.1	Speed 1
3.45167	0.06	6206.1	Speed 1
3.45333	0.06	6208.7	Speed 1
3.455	0.06	6212	Speed 1
3.45667	0.06	6215.2	Speed 1
3.45833	0.06	6218.3	Speed 1
3.46	0.0603	6221.4	Speed 1
3.46167	0.0603	6224.2	Speed 1
3.46333	0.0603	6227.1	Speed 1
3.465	0.0603	6230	Speed 1
3.46667	0.0603	6233	Speed 1
3.46833	0.0603	6236.1	Speed 1
3.47	0.0603	6239.2	Speed 1
3.47167	0.0603	6242	Speed 1
3.47333	0.0603	6245.1	Speed 1
3.475	0.0603	6248	Speed 1
3.47667	0.0603	6251	Speed 1
3.47833	0.0603	6253.9	Speed 1
3.48	0.0603	6257.1	Speed 1
3.48167	0.0603	6259.9	Speed 1
3.48333	0.0603	6263	Speed 1
3.485	0.0603	6266.2	Speed 1
3.48667	0.0605	6269.1	Speed 1
3.48833	0.0605	6272	Speed 1
3.49	0.0605	6275.1	Speed 1
3.49167	0.0605	6278.1	Speed 1
3.49333	0.0605	6281	Speed 1
3.495	0.0605	6283.9	Speed 1
3.49667	0.0605	6286.9	Speed 1
3.49833	0.0605	6290	Speed 1
3.5	0.0605	6292.9	Speed 1
3.50167	0.0605	6295.8	Speed 1
3.50333	0.0605	6298.8	Speed 1
3.505	0.0605	6302	Speed 1
3.50667	0.0605	6305.1	Speed 1
3.50833	0.0605	6308	Speed 1
3.51	0.0605	6311.2	Speed 1
3.51167	0.0605	6314.1	Speed 1
3.51333	0.0607	6317.1	Speed 1
3.515	0.0607	6320.1	Speed 1
3.51667	0.0607	6323.2	Speed 1
3.51833	0.0607	6326.1	Speed 1
3.52	0.0607	6329.1	Speed 1
3.52167	0.0607	6331.9	Speed 1
3.52333	0.0607	6334.9	Speed 1
3.525	0.0607	6337.8	Speed 1
3.52667	0.0607	6340.9	Speed 1
3.52833	0.0607	6344.1	Speed 1
3.53	0.0607	6346.9	Speed 1
3.53167	0.0607	6349.9	Speed 1
3.53333	0.0607	6353.2	Speed 1
3.535	0.0607	6356.4	Speed 1
3.53667	0.0607	6359.1	Speed 1
3.53833	0.0607	6362	Speed 1
3.54	0.0607	6365.1	Speed 1
3.54167	0.061	6367.9	Speed 1
3.54333	0.061	6370.7	Speed 1
3.545	0.061	6373.9	Speed 1
3.54667	0.061	6377.1	Speed 1
3.54833	0.061	6380	Speed 1
3.55	0.061	6382.9	Speed 1
3.55167	0.061	6386	Speed 1
3.55333	0.061	6389	Speed 1
3.555	0.061	6392	Speed 1
3.55667	0.061	6394.7	Speed 1
3.55833	0.061	6398	Speed 1
3.56	0.061	6401	Speed 1
3.56167	0.061	6404	Speed 1
3.56333	0.061	6407	Speed 1
3.565	0.061	6409.8	Speed 1
3.56667	0.0613	6413	Speed 1
3.56833	0.0613	6416	Speed 1
3.57	0.0613	6419	Speed 1
3.57167	0.0613	6422	Speed 1
3.57333	0.0613	6425.1	Speed 1
3.575	0.0613	6428.1	Speed 1
3.57667	0.0613	6431.1	Speed 1
3.57833	0.0613	6434	Speed 1
3.58	0.0613	6436.9	Speed 1
3.58167	0.0613	6440.2	Speed 1
3.58333	0.0613	6443.2	Speed 1
3.585	0.0613	6446.3	Speed 1
3.58667	0.0613	6449.1	Speed 1
3.58833	0.0613	6452.1	Speed 1
3.59	0.0613	6455.1	Speed 1
3.59167	0.0613	6458.1	Speed 1
3.59333	0.0613	6461	Speed 1
3.595	0.0615	6464.2	Speed 1
3.59667	0.0615	6467	Speed 1
3.59833	0.0615	6469.9	Speed 1
3.6	0.0615	6472.9	Speed 1
3.60167	0.0615	6476	Speed 1
3.60333	0.0615	6479	Speed 1
3.605	0.0615	6482	Speed 1
3.60667	0.0615	6485.2	Speed 1
3.60833	0.0615	6488	Speed 1
3.61	0.0615	6491.2	Speed 1
3.61167	0.0615	6494	Speed 1
3.61333	0.0615	6496.8	Speed 1
3.615	0.0615	6500.2	Speed 1
3.61667	0.0615	6503.1	Speed 1
3.61833	0.0615	6505.9	Speed 1
3.62	0.0617	6508.9	Speed 1
3.62167	0.0617	6511.9	Speed 1
3.62333	0.0617	6514.9	Speed 1
3.625	0.0617	6518	Speed 1
3.62667	0.0617	6521.1	Speed 1
3.62833	0.0617	6524.1	Speed 1
3.63	0.0617	6527.1	Speed 1
3.63167	0.0617	6530	Speed 1
3.63333	0.0617	6533.2	Speed 1
3.635	0.0617	6536	Speed 1
3.63667	0.0617	6539.1	Speed 1
3.63833	0.0617	6542	Speed 1
3.64	0.0617	6545	Speed 1
3.64167	0.0617	6548	Speed 1
3.64333	0.0617	6551.2	Speed 1
3.645	0.0617	6554.4	Speed 1
3.64667	0.0617	6557	Speed 1
3.64833	0.062	6559.9	Speed 1
3.65	0.062	6562.9	Speed 1
3.65167	0.062	6565.9	Speed 1
3.65333	0.062	6568.7	Speed 1
3.655	0.062	6571.8	Speed 1
3.65667	0.062	6575.1	Speed 1
3.65833	0.062	6578.1	Speed 1
3.66	0.062	6581.1	Speed 1
3.66167	0.062	6584	Speed 1
3.66333	0.062	6587	Speed 1
3.665	0.062	6590.1	Speed 1
3.66667	0.062	6593.1	Speed 1
3.66833	0.062	6596	Speed 1
3.67	0.062	6598.9	Speed 1
3.67167	0.062	6601.9	Speed 1
3.67333	0.0623	6604.9	Speed 1
3.675	0.0623	6608	Speed 1
3.67667	0.0623	6611	Speed 1
3.67833	0.0623	6613.9	Speed 1
3.68	0.0623	6616.9	Speed 1
3.68167	0.0623	6619.9	Speed 1
3.68333	0.0623	6623.1	Speed 1
3.685	0.0623	6626.1	Speed 1
3.68667	0.0623	6628.9	Speed 1
3.68833	0.0623	6631.8	Speed 1
3.69	0.0623	6634.8	Speed 1
3.69167	0.0623	6637.9	Speed 1
3.69333	0.0623	6640.9	Speed 1
3.695	0.0623	6644	Speed 1
3.69667	0.0623	6646.9	Speed 1
3.69833	0.0623	6649.9	Speed 1
3.7	0.0623	6652.8	Speed 1
3.70167	0.0625	6656	Speed 1
3.70333	0.0625	6659	Speed 1
3.705	0.0625	6662.1	Speed 1
3.70667	0.0625	6665.2	Speed 1
3.70833	0.0625	6667.9	Speed 1
3.71	0.0625	6671	Speed 1
3.71167	0.0625	6674	Speed 1
3.71333	0.0625	6677.1	Speed 1
3.715	0.0625	6680.1	Speed 1
3.71667	0.0625	6682.9	Speed 1
3.71833	0.0625	6685.7	Speed 1
3.72	0.0625	6688.8	Speed 1
3.72167	0.0625	6691.9	Speed 1
3.72333	0.0625	6695	Speed 1
3.725	0.0625	6698.2	Speed 1
3.72667	0.0628	6701.1	Speed 1
3.72833	0.0628	6704.2	Speed 1
3.73	0.0628	6706.9	Speed 1
3.73167	0.0628	6709.6	Speed 1
3.73333	0.0628	6712.8	Speed 1
3.735	0.0628	6716	Speed 1
3.73667	0.0628	6719.3	Speed 1
3.73833	0.0628	6722	Speed 1
3.74	0.0628	6725	Speed 1
3.74167	0.0628	6728	Speed 1
3.74333	0.0628	6730.9	Speed 1
3.745	0.0628	6734.1	Speed 1
3.74667	0.0628	6737	Speed 1
3.74833	0.0628	6740.2	Speed 1
3.75	0.0628	6743.2	Speed 1
3.75167	0.0628	6745.9	Speed 1
3.75333	0.0628	6749.2	Speed 1
3.755	0.063	6752.4	Speed 1
3.75667	0.063	6755.1	Speed 1
3.75833	0.063	6758	Speed 1
3.76	0.063	6761	Speed 1
3.76167	0.063	6763.9	Speed 1
3.76333	0.063	6767	Speed 1
3.765	0.063	6770.1	Speed 1
3.76667	0.063	6773	Speed 1
3.76833	0.063	6776	Speed 1
3.77	0.063	6779	Speed 1
3.77167	0.063	6782.2	Speed 1
3.77333	0.063	6785.1	Speed 1
3.775	0.063	6788	Speed 1
3.77667	0.063	6791	Speed 1
3.77833	0.063	6793.9	Speed 1
3.78	0.063	6796.7	Speed 1
3.78167	0.0633	6799.9	Speed 1
3.78333	0.0633	6803	Speed 1
3.785	0.0633	6806.2	Speed 1
3.78667	0.0633	6808.9	Speed 1
3.78833	0.0633	6811.9	Speed 1
3.79	0.0633	6815.1	Speed 1
3.79167	0.0633	6817.8	Speed 1
3.79333	0.0633	6820.9	Speed 1
3.795	0.0633	6823.9	Speed 1
3.79667	0.0633	6826.9	Speed 1
3.79833	0.0633	6830.1	Speed 1
3.8	0.0633	6833.1	Speed 1
3.80167	0.0633	6835.9	Speed 1
3.80333	0.0633	6839	Speed 1
3.805	0.0633	6842	Speed 1
3.80667	0.0633	6845.1	Speed 1
3.80833	0.0633	6848.2	Speed 1
3.81	0.0635	6850.9	Speed 1
3.81167	0.0635	6853.9	Speed 1
3.81333	0.0635	6857	Speed 1
3.815	0.0635	6859.9	Speed 1
3.81667	0.0635	6862.9	Speed 1
3.81833	0.0635	6866	Speed 1
3.82	0.0635	6869	Speed 1
3.82167	0.0635	6872.2	Speed 1
3.82333	0.0635	6875.1	Speed 1
3.825	0.0635	6878	Speed 1
3.82667	0.0635	6880.9	Speed 1
3.82833	0.0635	6884.1	Speed 1
3.83	0.0635	6887	Speed 1
3.83167	0.0635	6890.1	Speed 1
3.83333	0.0635	6893.1	Speed 1
3.835	0.0637	6896.1	Speed 1
3.83667	0.0637	6898.9	Speed 1
3.83833	0.0637	6901.9	Speed 1
3.84	0.0637	6904.9	Speed 1
3.84167	0.0637	6907.9	Speed 1
3.84333	0.0637	6910.7	Speed 1
3.845	0.0637	6913.8	Speed 1
3.84667	0.0637	6916.8	Speed 1
3.84833	0.0637	6919.8	Speed 1
3.85	0.0637	6922.7	Speed 1
3.85167	0.0637	6925.9	Speed 1
3.85333	0.0637	6928.8	Speed 1
3.855	0.0637	6931.6	Speed 1
3.85667	0.0637	6934.7	Speed 1
3.85833	0.0637	6937.7	Speed 1
3.86	0.0637	6940.7	Speed 1
3.86167	0.0637	6943.8	Speed 1
3.86333	0.064	6946.7	Speed 1
3.865	0.064	6949.7	Speed 1
3.86667	0.064	6952.6	Speed 1
3.86833	0.064	6955.8	Speed 1
3.87	0.064	6958.9	Speed 1
3.87167	0.064	6961.9	Speed 1
3.87333	0.064	6964.8	Speed 1
3.875	0.064	6967.9	Speed 1
3.87667	0.064	6970.9	Speed 1
3.87833	0.064	6974	Speed 1
3.88	0.064	6977	Speed 1
3.88167	0.064	6980	Speed 1
3.88333	0.064	6983.1	Speed 1
3.885	0.064	6986	Speed 1
3.88667	0.064	6989	Speed 1
3.88833	0.0642	6992	Speed 1
3.89	0.0642	6994.9	Speed 1
3.89167	0.0642	6997.8	Speed 1
3.89333	0.0642	7000.9	Speed 1
3.895	0.0642	7004.3	Speed 1
3.89667	0.0642	7007.2	Speed 1
3.89833	0.0642	7010.2	Speed 1
3.9	0.0642	7013.2	Speed 1
3.90167	0.0642	7016.1	Speed 1
3.90333	0.0642	7019	Speed 1
3.905	0.0642	7021.9	Speed 1
3.90667	0.0642	7024.9	Speed 1
3.90833	0.0642	7028.2	Speed 1
3.91	0.0642	7031.2	Speed 1
3.91167	0.0642	7034.1	Speed 1
3.91333	0.0642	7037.1	Speed 1
3.915	0.0645	7040.1	Speed 1
3.91667	0.0645	7043.2	Speed 1
3.91833	0.0645	7046.4	Speed 1
3.92	0.0645	7049.2	Speed 1
3.92167	0.0645	7052.4	Speed 1
3.92333	0.0645	7055.2	Speed 1
3.925	0.0645	7058.1	Speed 1
3.92667	0.0645	7061.4	Speed 1
3.92833	0.0645	7064.2	Speed 1
3.93	0.0645	7066.9	Speed 1
3.93167	0.0645	7070	Speed 1
3.93333	0.0645	7073	Speed 1
3.935	0.0645	7075.9	Speed 1
3.93667	0.0645	7079	Speed 1
3.93833	0.0648	7081.8	Speed 1
3.94	0.0648	7085.1	Speed 1
3.94167	0.0648	7087.9	Speed 1
3.94333	0.0648	7091	Speed 1
3.945	0.0648	7093.8	Speed 1
3.94667	0.0648	7097	Speed 1
3.94833	0.0648	7099.9	Speed 1
3.95	0.0648	7102.9	Speed 1
3.95167	0.0648	7105.8	Speed 1
3.95333	0.0648	7108.9	Speed 1
3.955	0.0648	7111.9	Speed 1
3.95667	0.0648	7114.8	Speed 1
3.95833	0.0648	7118	Speed 1
3.96	0.0648	7121	Speed 1
3.96167	0.0648	7123.8	Speed 1
3.96333	0.0648	7126.7	Speed 1
3.965	0.065	7129.8	Speed 1
3.96667	0.065	7132.7	Speed 1
3.96833	0.065	7135.8	Speed 1
3.97	0.065	7138.8	Speed 1
3.97167	0.065	7141.8	Speed 1
3.97333	0.065	7144.9	Speed 1
3.975	0.065	7148.1	Speed 1
3.97667	0.065	7151.2	Speed 1
3.97833	0.065	7153.9	Speed 1
3.98	0.065	7156.8	Speed 1
3.98167	0.065	7159.7	Speed 1
3.98333	0.065	7163	Speed 1
3.985	0.065	7166.1	Speed 1
3.98667	0.065	7168.9	Speed 1
3.98833	0.065	7171.6	Speed 1
3.99	0.0653	7174.4	Speed 1
3.99167	0.0653	7177.4	Speed 1
3.99333	0.0653	7180.3	Speed 1
3.995	0.0653	7183.5	Speed 1
3.99667	0.0653	7186.6	Speed 1
3.99833	0.0653	7189.7	Speed 1
4	0.0653	7192.6	Speed 1
4.00167	0.0653	7195.7	Speed 1
4.00333	0.0653	7198.7	Speed 1
4.005	0.0653	7201.7	Speed 1
4.00667	0.0653	7204.9	Speed 1
4.00833	0.0653	7208.1	Speed 1
4.01	0.0653	7211.4	Speed 1
4.01167	0.0653	7214.5	Speed 1
4.01333	0.0653	7217.2	Speed 1
4.015	0.0653	7220.2	Speed 1
4.01667	0.0655	7223.2	Speed 1
4.01833	0.0655	7226.1	Speed 1
4.02	0.0655	7229.3	Speed 1
4.02167	0.0655	7232.2	Speed 1
4.02333	0.0655	7235.2	Speed 1
4.025	0.0655	7238.2	Speed 1
4.02667	0.0655	7241.3	Speed 1
4.02833	0.0655	7244.2	Speed 1
4.03	0.0655	7247.2	Speed 1
4.03167	0.0655	7250	Speed 1
4.03333	0.0655	7253.3	Speed 1
4.035	0.0655	7256.2	Speed 1
4.03667	0.0655	7259.1	Speed 1
4.03833	0.0655	7262.2	Speed 1
4.04	0.0657	7265.3	Speed 1
4.04167	0.0657	7267.7	Speed 1
4.04333	0.0657	7270.7	Speed 1
4.045	0.0657	7273.6	Speed 1
4.04667	0.0657	7276.7	Speed 1
4.04833	0.0657	7279.7	Speed 1
4.05	0.0657	7282.9	Speed 1
4.05167	0.0657	7285.5	Speed 1
4.05333	0.0657	7288.4	Speed 1
4.055	0.0657	7291.3	Speed 1
4.05667	0.0657	7294.5	Speed 1
4.05833	0.0657	7297.5	Speed 1
4.06	0.0657	7300.5	Speed 1
4.06167	0.0657	7303.6	Speed 1
4.06333	0.0657	7306.7	Speed 1
4.065	0.066	7309.8	Speed 1
4.06667	0.066	7312.8	Speed 1
4.06833	0.066	7315.7	Speed 1
4.07	0.066	7318.8	Speed 1
4.07167	0.066	7321.7	Speed 1
4.07333	0.066	7324.5	Speed 1
4.075	0.066	7327.4	Speed 1
4.07667	0.066	7330.5	Speed 1
4.07833	0.066	7333.6	Speed 1
4.08	0.066	7336.6	Speed 1
4.08167	0.066	7339.8	Speed 1
4.08333	0.066	7342.7	Speed 1
4.085	0.066	7345.7	Speed 1
4.08667	0.0662	7348.5	Speed 1
4.08833	0.0662	7351.5	Speed 1
4.09	0.0662	7354.3	Speed 1
4.09167	0.0662	7357.3	Speed 1
4.09333	0.0662	7360.2	Speed 1
4.095	0.0662	7363.1	Speed 1
4.09667	0.0662	7366	Speed 1
4.09833	0.0662	7368.9	Speed 1
4.1	0.0662	7371.9	Speed 1
4.10167	0.0662	7375.2	Speed 1
4.10333	0.0662	7378	Speed 1
4.105	0.0662	7381	Speed 1
4.10667	0.0662	7383.8	Speed 1
4.10833	0.0665	7387	Speed 1
4.11	0.0665	7390.1	Speed 1
4.11167	0.0665	7392.7	Speed 1
4.11333	0.0665	7395.4	Speed 1
4.115	0.0665	7397.5	Speed 1
4.11667	0.0665	7399.6	Speed 1
4.11833	0.0665	7400	Speed 1
4.12	0.0665	7396.7	Speed 1
4.12167	0.0667	7389.4	Speed 1
4.12333	0.0703	6500.9	Speed 1
4.125	0.0778	3373.7	Speed 1
4.12667	0.0838	1757	Speed 1
4.12833	0.0905	884.2	Speed 1

Partner Data Point File - split_tensile			
Start of Test Mon 10 Sep 2018 15:04:18			
Time ( min )	Position ( in )	Load ( lbf )	Zone
0	0	0	Speed 1
0.00167	0	0	Speed 1
0.00333	0	-0.2	Speed 1
0.005	0	0	Speed 1
0.00667	0	0	Speed 1
0.00833	0	0	Speed 1
0.01	0	0.1	Speed 1
0.01167	0	-0.1	Speed 1
0.01333	0	-0.2	Speed 1
0.015	0	0	Speed 1
0.01667	0	-0.1	Speed 1
0.01833	0	0.2	Speed 1
0.02	0	0.5	Speed 1
0.02167	0	1	Speed 1
0.02333	0.0005	1.7	Speed 1
0.025	0.001	2.4	Speed 1
0.02667	0.0015	3.5	Speed 1
0.02833	0.0023	4.7	Speed 1
0.03	0.003	5.9	Speed 1
0.03167	0.0038	7.3	Speed 1
0.03333	0.0048	8.6	Speed 1
0.035	0.0058	10.9	Speed 1
0.03667	0.007	13.4	Speed 1
0.03833	0.0083	16.2	Speed 1
0.04	0.0098	19.5	Speed 1
0.04167	0.0113	22.9	Speed 1
0.04333	0.013	26.8	Speed 1
0.045	0.0148	31	Speed 1
0.04667	0.0167	35.9	Speed 1
0.04833	0.0187	41.6	Speed 1
0.05	0.021	47.4	Speed 1
0.05167	0.0233	54.3	Speed 1
0.05333	0.0258	62	Speed 1
0.055	0.0283	71.1	Speed 1
0.05667	0.031	81.2	Speed 1
0.05833	0.0337	87.3	Speed 1
0.06	0.0365	92.7	Speed 1
0.06167	0.0397	99.1	Speed 1
0.06333	0.043	105.3	Speed 1
0.065	0.0463	94.1	Speed 1
0.06667	0.05	99.5	Speed 1
0.06833	0.0535	116.6	Speed 1
0.07	0.0573	142.5	Speed 1
0.07167	0.061	176.6	Speed 1
0.07333	0.0645	219.3	Speed 1
0.075	0.0682	271	Speed 1
0.07667	0.0715	333.8	Speed 1
0.07833	0.075	408.7	Speed 1
0.08	0.078	495.3	Speed 1
0.08167	0.081	591.1	Speed 1
0.08333	0.0833	691.9	Speed 1
0.085	0.0855	791.4	Speed 1
0.08667	0.087	884.3	Speed 1
0.08833	0.0885	966.9	Speed 1
0.09	0.0895	1036.4	Speed 1
0.09167	0.09	1090	Speed 1
0.09333	0.0905	1128.3	Speed 1
0.095	0.0908	1153.5	Speed 1
0.09667	0.091	1168	Speed 1
0.09833	0.0913	1174.1	Speed 1
0.1	0.0913	1174	Speed 1
0.10167	0.0913	1170	Speed 1
0.10333	0.0913	1163.3	Speed 1
0.105	0.0913	1154.9	Speed 1
0.10667	0.0913	1145.5	Speed 1
0.10833	0.0913	1134.7	Speed 1
0.11	0.0913	1123.5	Speed 1
0.11167	0.0913	1111.7	Speed 1
0.11333	0.0913	1099.6	Speed 1
0.115	0.0913	1087.5	Speed 1
0.11667	0.0913	1075.4	Speed 1
0.11833	0.0913	1063.9	Speed 1
0.12	0.0913	1053.2	Speed 1
0.12167	0.0913	1043.3	Speed 1
0.12333	0.0913	1034.2	Speed 1
0.125	0.0913	1026.1	Speed 1
0.12667	0.0913	1019.2	Speed 1
0.12833	0.0913	1013.6	Speed 1
0.13	0.0913	1009.1	Speed 1
0.13167	0.0913	1005.4	Speed 1
0.13333	0.0913	1002.9	Speed 1
0.135	0.0913	1001	Speed 1
0.13667	0.0913	1000.4	Speed 1
0.13833	0.0913	1001.5	Speed 1
0.14	0.0913	1003.7	Speed 1
0.14167	0.0913	1007.3	Speed 1
0.14333	0.0913	1012.3	Speed 1
0.145	0.0913	1019	Speed 1
0.14667	0.0913	1027.2	Speed 1
0.14833	0.0913	1037.3	Speed 1
0.15	0.0915	1048.4	Speed 1
0.15167	0.0915	1060.7	Speed 1
0.15333	0.0918	1073.5	Speed 1
0.155	0.0918	1087.2	Speed 1
0.15667	0.092	1101.1	Speed 1
0.15833	0.0923	1115.1	Speed 1
0.16	0.0923	1129.3	Speed 1
0.16167	0.0925	1143.7	Speed 1
0.16333	0.0925	1157.9	Speed 1
0.165	0.0927	1171.9	Speed 1
0.16667	0.093	1186.1	Speed 1
0.16833	0.0932	1199.7	Speed 1
0.17	0.0932	1213.2	Speed 1
0.17167	0.0935	1226.4	Speed 1
0.17333	0.0938	1239.7	Speed 1
0.175	0.094	1252.9	Speed 1
0.17667	0.094	1266	Speed 1
0.17833	0.0943	1279.1	Speed 1
0.18	0.0945	1292.3	Speed 1
0.18167	0.0948	1305.5	Speed 1
0.18333	0.0948	1318.8	Speed 1
0.185	0.095	1332	Speed 1
0.18667	0.0952	1345.4	Speed 1
0.18833	0.0955	1358.7	Speed 1
0.19	0.0958	1372.1	Speed 1
0.19167	0.096	1385	Speed 1
0.19333	0.096	1398.2	Speed 1
0.195	0.0963	1411.4	Speed 1
0.19667	0.0965	1424.5	Speed 1
0.19833	0.0967	1437.8	Speed 1
0.2	0.097	1451	Speed 1
0.20167	0.0973	1464	Speed 1
0.20333	0.0973	1477.3	Speed 1
0.205	0.0975	1490.7	Speed 1
0.20667	0.0978	1503.7	Speed 1
0.20833	0.098	1516.9	Speed 1
0.21	0.0983	1530.3	Speed 1
0.21167	0.0983	1543	Speed 1
0.21333	0.0985	1555.9	Speed 1
0.215	0.0987	1569.1	Speed 1
0.21667	0.099	1582.3	Speed 1
0.21833	0.0992	1595.4	Speed 1
0.22	0.0992	1608.3	Speed 1
0.22167	0.0995	1621	Speed 1
0.22333	0.0998	1633.7	Speed 1
0.225	0.1	1646.4	Speed 1
0.22667	0.1	1659	Speed 1
0.22833	0.1002	1671.8	Speed 1
0.23	0.1005	1684.8	Speed 1
0.23167	0.1008	1697.5	Speed 1
0.23333	0.1008	1710.6	Speed 1
0.235	0.101	1723.2	Speed 1
0.23667	0.1013	1735.2	Speed 1
0.23833	0.1015	1748.1	Speed 1
0.24	0.1015	1760.6	Speed 1
0.24167	0.1018	1773.4	Speed 1
0.24333	0.102	1786.1	Speed 1
0.245	0.102	1798.9	Speed 1
0.24667	0.1023	1811.6	Speed 1
0.24833	0.1025	1824.5	Speed 1
0.25	0.1025	1837.2	Speed 1
0.25167	0.1027	1849.8	Speed 1
0.25333	0.103	1862.1	Speed 1
0.255	0.103	1874.7	Speed 1
0.25667	0.1033	1887.3	Speed 1
0.25833	0.1035	1899.6	Speed 1
0.26	0.1035	1912	Speed 1
0.26167	0.1037	1924.5	Speed 1
0.26333	0.104	1937.1	Speed 1
0.265	0.104	1949.6	Speed 1
0.26667	0.1043	1961.9	Speed 1
0.26833	0.1045	1974.3	Speed 1
0.27	0.1045	1986.9	Speed 1
0.27167	0.1048	1999.5	Speed 1
0.27333	0.1048	2011.9	Speed 1
0.275	0.105	2024.3	Speed 1
0.27667	0.1053	2036.7	Speed 1
0.27833	0.1053	2049.1	Speed 1
0.28	0.1055	2061.7	Speed 1
0.28167	0.1055	2074.2	Speed 1
0.28333	0.1058	2086.5	Speed 1
0.285	0.106	2099.2	Speed 1
0.28667	0.106	2111.7	Speed 1
0.28833	0.1062	2124.1	Speed 1
0.29	0.1062	2136.5	Speed 1
0.29167	0.1065	2149.1	Speed 1
0.29333	0.1065	2161.7	Speed 1
0.295	0.1067	2173.9	Speed 1
0.29667	0.107	2186.3	Speed 1
0.29833	0.107	2198.7	Speed 1
0.3	0.1073	2211.2	Speed 1
0.30167	0.1073	2223.8	Speed 1
0.30333	0.1075	2236.3	Speed 1
0.305	0.1075	2248.8	Speed 1
0.30667	0.1078	2261.3	Speed 1
0.30833	0.108	2274	Speed 1
0.31	0.108	2286.4	Speed 1
0.31167	0.1083	2299	Speed 1
0.31333	0.1083	2311.5	Speed 1
0.315	0.1085	2324	Speed 1
0.31667	0.1085	2336.5	Speed 1
0.31833	0.1087	2349	Speed 1
0.32	0.1087	2361.5	Speed 1
0.32167	0.109	2373.8	Speed 1
0.32333	0.109	2386.2	Speed 1
0.325	0.1093	2398.7	Speed 1
0.32667	0.1093	2411.1	Speed 1
0.32833	0.1095	2423.5	Speed 1
0.33	0.1095	2436.1	Speed 1
0.33167	0.1098	2448.6	Speed 1
0.33333	0.1098	2460.8	Speed 1
0.335	0.11	2473.5	Speed 1
0.33667	0.11	2485.9	Speed 1
0.33833	0.1102	2498.2	Speed 1
0.34	0.1102	2510.9	Speed 1
0.34167	0.1105	2523.5	Speed 1
0.34333	0.1105	2535.9	Speed 1
0.345	0.1108	2548.2	Speed 1
0.34667	0.1108	2560.5	Speed 1
0.34833	0.111	2572.8	Speed 1
0.35	0.111	2585.6	Speed 1
0.35167	0.1113	2598.1	Speed 1
0.35333	0.1113	2610.7	Speed 1
0.355	0.1115	2623.3	Speed 1
0.35667	0.1115	2635.5	Speed 1
0.35833	0.1118	2648.1	Speed 1
0.36	0.1118	2660.4	Speed 1
0.36167	0.112	2673	Speed 1
0.36333	0.112	2685.4	Speed 1
0.365	0.112	2697.8	Speed 1
0.36667	0.1123	2710.4	Speed 1
0.36833	0.1123	2722.9	Speed 1
0.37	0.1125	2735.2	Speed 1
0.37167	0.1125	2747.6	Speed 1
0.37333	0.1128	2760.1	Speed 1
0.375	0.1128	2772.5	Speed 1
0.37667	0.113	2785.2	Speed 1
0.37833	0.113	2797.8	Speed 1
0.38	0.113	2810.4	Speed 1
0.38167	0.1133	2822.5	Speed 1
0.38333	0.1133	2835	Speed 1
